# RaceRender Data: [TrackAddict 4.3.7; Android 9; samsung SM-N960U / Qualcomm Technologies, Inc SDM845] (Mode: 1),,,,,,,,,,,,,,,
# Exported by TrackAddict 4.3.7 on Android 9,,,,,,,,,,,,,,,,
# http://HPTuners.com,,,,,,,,,,,,,,,,
# Fixed Rate Interpolated Export (20.000 Hz),,,,,,,,,,,,,,,,
# Lap 0: 00:04:05.978,,,,,,,,,,,,,,,,
# Lap 1: 00:00:40.710,,,,,,,,,,,,,,,,
# Lap 2: 00:01:17.535,,,,,,,,,,,,,,,,
Time,UTC Time,Lap,Latitude,Longitude,Altitude (m),Altitude (ft),Speed (MPH),Heading,Accuracy (m),Accel X,Accel Y,Accel Z,Brake (calculated),Barometric Pressure (PSI),Pressure Altitude (ft),
0,1566744256,0,36.5778207,-79.3314989,133.7,439,0,0,3.2,0.02,-0.09,-0.01,1,14.549,278,
0.05,1566744256,0,36.5778207,-79.3314989,133.7,439,0,0,3.2,0.02,-0.09,-0.01,1,14.549,278,
0.1,1566744256,0,36.5778205,-79.3314988,133.7,439,0,0,3.2,0.06,-0.02,0.03,1,14.549,278,
0.15,1566744256,0,36.5778203,-79.3314988,133.7,439,0,0,3.2,0.06,0,0.03,1,14.549,278,
0.2,1566744256,0,36.57782,-79.3314987,133.7,439,0,0,3.2,0.05,0,0.01,1,14.549,278,
0.25,1566744256,0,36.5778198,-79.3314986,133.7,439,0,0,3.2,0.02,0.02,0,1,14.549,278,
0.3,1566744256,0,36.5778196,-79.3314985,133.7,439,0,0,3.2,0.02,0.02,0,1,14.549,278,
0.35,1566744256,0,36.5778194,-79.3314984,133.7,439,0,0,3.2,0.02,0.02,0.01,1,14.549,278,
0.4,1566744256,0,36.5778192,-79.3314984,133.7,439,0,0,3.2,0.01,0.01,0.01,1,14.549,278,
0.45,1566744256,0,36.577819,-79.3314983,133.7,439,0,0,3.2,0.01,-0.01,0.01,1,14.549,278,
0.5,1566744257,0,36.5778187,-79.3314982,133.7,438,0,0,3.2,0.02,0,0.02,1,14.548,278,
0.55,1566744257,0,36.5778185,-79.3314981,133.6,438,0,0,3.2,0.03,0,0.02,1,14.547,278,
0.6,1566744257,0,36.5778183,-79.331498,133.6,438,0,0,3.2,0.01,0,-0.01,1,14.547,278,
0.65,1566744257,0,36.5778181,-79.331498,133.6,438,0,0,3.2,-0.03,0,-0.07,1,14.547,278,
0.7,1566744257,0,36.5778179,-79.3314979,133.6,438,0,0,3.2,-0.02,-0.01,-0.04,1,14.548,278,
0.75,1566744257,0,36.5778176,-79.3314978,133.6,438,0,0,3.2,0,0,0.02,1,14.549,278,
0.8,1566744257,0,36.5778174,-79.3314977,133.6,438,0,0,3.2,0.05,0.02,0.03,1,14.549,278,
0.85,1566744257,0,36.5778172,-79.3314976,133.6,438,0,0,3.2,0.05,0.02,0.04,1,14.549,278,
0.9,1566744257,0,36.577817,-79.3314976,133.6,438,0,0,3.2,0.04,0.01,0.03,1,14.549,278,
0.95,1566744257,0,36.5778168,-79.3314975,133.6,438,0,0,3.2,0.03,0.01,0.02,1,14.549,278,
1,1566744257,0,36.5778166,-79.3314974,133.6,438,0,0,3.2,0.03,0,0.01,1,14.548,278,
1.05,1566744257,0,36.5778183,-79.3314969,133.8,439,0,357.5,3.2,0.02,0,0.01,1,14.547,278,
1.1,1566744257,0,36.577828,-79.3314945,134.9,443,0,345,3.2,0.02,0.02,0.01,1,14.547,278,
1.15,1566744257,0,36.5778377,-79.3314921,135.9,446,0,332.5,3.2,0.03,0.02,0.01,1,14.547,278,
1.2,1566744257,0,36.5778474,-79.3314897,137,449,0,319.9,3.2,0.03,0.02,0.02,1,14.547,278,
1.25,1566744257,0,36.5778571,-79.3314873,138.1,453,0,307.4,3.2,0.03,0.02,0.01,1,14.547,278,
1.3,1566744257,0,36.5778669,-79.3314849,139.1,456,0,294.9,3.2,0.03,0.01,0.01,1,14.547,278,
1.35,1566744257,0,36.5778766,-79.3314825,140.2,460,0,282.4,3.2,0.03,0.01,0.01,1,14.547,278,
1.4,1566744257,0,36.5778863,-79.3314801,141.3,463,0,269.9,3.2,0.03,0.01,0.01,1,14.548,278,
1.45,1566744257,0,36.577876,-79.3314797,143.7,472,0.1,268.9,3.4,0.04,0.01,0.05,1,14.549,278,
1.5,1566744258,0,36.5778753,-79.3314793,143.9,472,0.1,268.7,3.4,0.03,0,0,1,14.549,278,
1.55,1566744258,0,36.5778746,-79.331479,144,473,0.1,268.6,3.4,0.02,0,0,1,14.549,278,
1.6,1566744258,0,36.5778739,-79.3314786,144.2,473,0.1,268.5,3.4,0.04,0.01,0.02,1,14.549,278,
1.65,1566744258,0,36.5778746,-79.3314756,144.3,473,0,268.5,3.4,0.04,0.01,0.03,1,14.549,278,
1.7,1566744258,0,36.5778746,-79.3314753,144.3,473,0,268.6,3.4,0.04,0.01,0.02,1,14.549,278,
1.75,1566744258,0,36.5778743,-79.3314756,144.3,473,0,268.6,3.4,0.04,0.01,0.02,1,14.549,278,
1.8,1566744258,0,36.5778739,-79.331476,144.3,473,0,268.6,3.4,0.04,0.01,0.01,1,14.548,278,
1.85,1566744258,0,36.5778736,-79.3314763,144.3,473,0,268.6,3.4,0.04,0,0.02,1,14.547,278,
1.9,1566744258,0,36.5778733,-79.3314767,144.3,473,0,268.7,3.4,0.04,0,0.01,1,14.547,278,
1.95,1566744258,0,36.5778733,-79.331477,144.5,474,0,268.7,3.4,0.04,0,0.02,1,14.547,278,
2,1566744258,0,36.5778733,-79.3314774,144.6,475,0,268.6,3.4,0.04,0,0.02,1,14.547,278,
2.05,1566744258,0,36.5778733,-79.3314777,144.8,475,0,268.6,3.4,0.04,0,0.02,1,14.547,278,
2.1,1566744258,0,36.5778733,-79.331478,145,476,0,268.6,3.4,0.04,0,0.01,1,14.547,278,
2.15,1566744258,0,36.5778733,-79.3314783,144.8,475,0,268.7,3,0.04,0.01,0.02,1,14.547,278,
2.2,1566744258,0,36.5778729,-79.3314783,144.9,475,0,268.7,3,0.04,0.01,0.02,1,14.547,278,
2.25,1566744258,0,36.5778726,-79.3314783,145,476,0,268.7,3,0.04,0,0.02,1,14.547,278,
2.3,1566744258,0,36.5778723,-79.3314783,145.1,476,0,268.6,3,0.04,0,0.02,1,14.548,278,
2.35,1566744258,0,36.577872,-79.3314783,145.2,476,0,268.6,3,0.04,0,0.01,1,14.549,278,
2.4,1566744258,0,36.5778715,-79.3314783,145.4,477,0,268.6,3,0.04,0,0.01,1,14.549,278,
2.45,1566744258,0,36.5778694,-79.3314783,145.9,479,0,268.6,3,0.03,0.01,0.01,1,14.549,278,
2.5,1566744259,0,36.5778674,-79.3314783,146.4,480,0,268.6,3,0.03,0,0.01,1,14.548,278,
2.55,1566744259,0,36.5778653,-79.3314783,146.9,482,0,268.6,3,0.03,0,0.01,1,14.547,278,
2.6,1566744259,0,36.5778633,-79.3314783,147.4,484,0,268.6,3,0.03,0.01,0.01,1,14.547,278,
2.65,1566744259,0,36.5778616,-79.3314766,147.5,484,0,268.6,3.4,0.03,0.01,0.02,1,14.547,278,
2.7,1566744259,0,36.5778616,-79.3314766,147.5,484,0,268.6,3.4,0.03,0,0.02,1,14.547,278,
2.75,1566744259,0,36.5778616,-79.3314766,147.5,484,0,268.6,3.4,0.02,0,0.01,1,14.547,278,
2.8,1566744259,0,36.5778616,-79.3314766,147.6,484,0,268.6,3.4,0.02,0,0,1,14.547,278,
2.85,1566744259,0,36.5778616,-79.3314766,147.6,484,0,268.6,3.4,0.02,0,0,1,14.547,278,
2.9,1566744259,0,36.577855,-79.33148,149.6,491,0,268.6,3.1,0.02,0,0.01,1,14.547,278,
2.95,1566744259,0,36.5778511,-79.3314836,151.2,496,0,268.6,2.7,0.02,0.01,0.01,1,14.547,278,
3,1566744259,0,36.5778504,-79.3314839,151.5,497,0,268.6,2.7,0.02,0,0.01,1,14.547,278,
3.05,1566744259,0,36.5778496,-79.3314843,151.8,498,0,268.6,2.7,0.01,0,0,1,14.547,278,
3.1,1566744259,0,36.5778489,-79.3314846,152.1,499,0,268.6,2.7,0.01,0,0,1,14.548,278,
3.15,1566744259,0,36.577845,-79.3314883,153.8,505,0,268.6,2.7,0.01,0,0,1,14.549,278,
3.2,1566744259,0,36.5778394,-79.3314919,155.6,511,0,268.6,2.7,0.01,0,0.01,1,14.548,278,
3.25,1566744259,0,36.5778387,-79.3314923,155.7,511,0,268.6,2.7,0,0,0,1,14.547,278,
3.3,1566744259,0,36.577838,-79.3314926,155.9,511,0,268.6,2.7,0,0,0,1,14.548,278,
3.35,1566744259,0,36.5778373,-79.331493,156,512,0,268.6,2.7,0,0,0,1,14.549,278,
3.4,1566744259,0,36.5778354,-79.3314946,156.5,513,0,268.6,2.7,-0.01,0,-0.01,1,14.549,278,
3.45,1566744259,0,36.5778327,-79.3314953,157.1,515,0,268.6,3.4,-0.02,0,-0.02,1,14.549,278,
3.5,1566744260,0,36.577832,-79.3314956,157.2,516,0,268.6,3.4,-0.03,0,-0.03,1,14.549,278,
3.55,1566744260,0,36.5778313,-79.331496,157.3,516,0,268.6,3.4,-0.03,0,-0.02,1,14.549,278,
3.6,1566744260,0,36.5778306,-79.3314963,157.4,516,0,268.6,3.4,-0.03,0,-0.03,1,14.549,278,
3.65,1566744260,0,36.5778289,-79.3314977,157.7,517,0,268.6,3.4,-0.03,0,-0.02,1,14.549,278,
3.7,1566744260,0,36.577828,-79.3314983,157.9,518,0,268.6,3.4,-0.03,0,-0.02,1,14.549,278,
3.75,1566744260,0,36.5778277,-79.3314983,157.9,518,0,268.6,3.4,-0.03,0,-0.02,1,14.549,278,
3.8,1566744260,0,36.5778273,-79.3314983,158,518,0,268.6,3.4,-0.03,0,-0.02,1,14.549,278,
3.85,1566744260,0,36.577827,-79.3314983,158,519,0,268.6,3.4,-0.03,0,-0.02,1,14.549,278,
3.9,1566744260,0,36.5778266,-79.3314983,158.1,519,0,268.6,3.4,-0.03,0,-0.02,1,14.549,278,
3.95,1566744260,0,36.5778247,-79.3314999,158.9,521,0,268.6,2.8,-0.03,0,-0.02,1,14.549,278,
4,1566744260,0,36.5778243,-79.3314999,158.9,521,0,268.6,2.8,-0.03,0,-0.02,1,14.549,278,
4.05,1566744260,0,36.577824,-79.3314999,159,522,0,268.6,2.8,-0.03,0,-0.02,1,14.549,278,
4.1,1566744260,0,36.5778236,-79.3314999,159,522,0,268.6,2.8,-0.03,-0.01,-0.02,1,14.549,278,
4.15,1566744260,0,36.5778209,-79.3315011,159.5,523,0,268.6,2.8,-0.03,0,-0.03,1,14.549,278,
4.2,1566744260,0,36.57782,-79.3315019,159.6,524,0,268.6,2.8,-0.03,-0.01,-0.03,1,14.548,278,
4.25,1566744260,0,36.57782,-79.3315023,159.7,524,0,268.6,2.8,-0.03,-0.01,-0.03,1,14.547,278,
4.3,1566744260,0,36.57782,-79.3315026,159.7,524,0,268.6,2.8,-0.03,-0.01,-0.01,1,14.547,278,
4.35,1566744260,0,36.57782,-79.331503,159.8,524,0,268.6,2.8,-0.03,-0.01,-0.03,1,14.547,278,
4.4,1566744260,0,36.5778183,-79.3315033,160.1,525,0,268.6,2.8,-0.04,-0.01,-0.03,1,14.548,278,
4.45,1566744260,0,36.577818,-79.3315033,160.1,525,0,268.6,2.8,-0.04,-0.01,-0.03,1,14.549,278,
4.5,1566744261,0,36.5778176,-79.3315033,160.2,526,0,268.6,2.8,-0.03,-0.01,-0.02,1,14.549,278,
4.55,1566744261,0,36.5778173,-79.3315033,160.2,526,0,268.6,2.8,-0.02,-0.01,-0.02,1,14.549,278,
4.6,1566744261,0,36.5778169,-79.3315033,160.3,526,0,268.6,2.8,-0.03,-0.01,-0.02,1,14.549,278,
4.65,1566744261,0,36.5778166,-79.3315033,160.5,526,0,268.6,2.8,-0.03,-0.01,-0.02,1,14.549,278,
4.7,1566744261,0,36.5778163,-79.3315033,160.3,526,0,268.6,2.8,-0.02,0,-0.01,1,14.549,278,
4.75,1566744261,0,36.577816,-79.3315033,160.2,526,0,268.6,2.8,-0.02,0,-0.01,1,14.549,278,
4.8,1566744261,0,36.5778156,-79.3315033,160.2,526,0,268.6,2.8,-0.02,0,0,1,14.548,278,
4.85,1566744261,0,36.5778153,-79.3315033,160.1,525,0,268.6,2.8,-0.02,-0.01,-0.02,1,14.547,278,
4.9,1566744261,0,36.577815,-79.3315033,160,525,0,268.6,2.8,-0.02,0,-0.02,1,14.547,278,
4.95,1566744261,0,36.5778153,-79.331503,159.7,524,0,268.6,2.9,-0.02,0,-0.02,1,14.547,278,
5,1566744261,0,36.5778157,-79.3315026,159.6,524,0,268.6,2.9,-0.02,0,-0.02,1,14.547,278,
5.05,1566744261,0,36.577816,-79.3315023,159.5,523,0,268.6,2.9,-0.02,0,-0.02,1,14.547,278,
5.1,1566744261,0,36.5778164,-79.3315019,159.4,523,0,268.6,2.9,-0.02,0,-0.02,1,14.547,278,
5.15,1566744261,0,36.5778166,-79.3315016,159.2,522,0,268.6,2.8,-0.02,0,-0.01,1,14.547,278,
5.2,1566744261,0,36.5778166,-79.3315019,159.1,522,0,268.6,2.8,-0.01,0,0,1,14.548,278,
5.25,1566744261,0,36.5778166,-79.3315023,159.2,522,0,268.6,2.8,-0.02,0,-0.01,1,14.549,278,
5.3,1566744261,0,36.5778166,-79.3315026,159.2,522,0,268.6,2.8,-0.02,0,-0.02,1,14.548,278,
5.35,1566744261,0,36.5778166,-79.331503,159.3,523,0,268.6,2.8,-0.02,0,-0.02,1,14.547,278,
5.4,1566744261,0,36.5778166,-79.3315033,159.3,523,0,268.6,2.8,-0.02,0,-0.02,1,14.548,278,
5.45,1566744261,0,36.5778147,-79.331505,159.8,524,0,268.6,2.8,-0.02,0,-0.02,1,14.549,278,
5.5,1566744262,0,36.5778144,-79.331505,159.9,525,0,268.6,2.8,-0.02,0,-0.01,1,14.548,278,
5.55,1566744262,0,36.577814,-79.331505,160,525,0,268.6,2.8,-0.03,0,-0.02,1,14.547,278,
5.6,1566744262,0,36.5778136,-79.331505,160,525,0,268.6,2.8,-0.03,0,-0.03,1,14.548,278,
5.65,1566744262,0,36.5778133,-79.3315066,160.3,526,0,268.6,2.8,-0.02,0,-0.02,1,14.549,278,
5.7,1566744262,0,36.577813,-79.331507,160.4,526,0,268.6,2.8,-0.02,0,-0.02,1,14.549,278,
5.75,1566744262,0,36.5778126,-79.3315073,160.5,527,0,268.6,2.8,-0.02,0,-0.02,1,14.549,278,
5.8,1566744262,0,36.5778123,-79.3315077,160.6,527,0,268.6,2.8,-0.02,0,-0.02,1,14.549,278,
5.85,1566744262,0,36.5778119,-79.331508,160.7,527,0,268.6,2.8,-0.03,0,-0.02,1,14.549,278,
5.9,1566744262,0,36.57781,-79.3315083,161.1,529,0,268.6,2.8,-0.02,0.01,-0.02,1,14.548,278,
5.95,1566744262,0,36.5778097,-79.33151,161.3,529,0,268.6,3.4,-0.02,0.02,-0.01,1,14.547,278,
6,1566744262,0,36.5778093,-79.33151,161.3,529,0,268.6,3.4,-0.02,0.01,-0.01,1,14.547,278,
6.05,1566744262,0,36.577809,-79.33151,161.3,529,0,268.6,3.4,-0.03,0,-0.02,1,14.547,278,
6.1,1566744262,0,36.5778086,-79.33151,161.3,529,0,268.6,3.4,-0.03,0,-0.02,1,14.547,278,
6.15,1566744262,0,36.5778083,-79.33151,161.3,529,0,268.6,3.4,-0.03,0,-0.03,1,14.547,278,
6.2,1566744262,0,36.577808,-79.33151,161.4,530,0,268.6,3.4,-0.03,0.01,-0.03,1,14.547,278,
6.25,1566744262,0,36.5778076,-79.33151,161.5,530,0,268.6,3.4,-0.03,0.01,-0.02,1,14.547,278,
6.3,1566744262,0,36.5778073,-79.33151,161.6,530,0,268.6,3.4,-0.03,0.01,-0.02,1,14.548,278,
6.35,1566744262,0,36.5778069,-79.33151,161.7,531,0,268.6,3.4,-0.03,0.01,-0.02,1,14.549,278,
6.4,1566744262,0,36.577805,-79.33151,162.3,532,0,268.6,2.7,-0.03,0.01,-0.03,1,14.549,278,
6.45,1566744262,0,36.577805,-79.3315104,162.4,533,0,268.6,2.7,-0.03,0,-0.03,1,14.549,278,
6.5,1566744263,0,36.577805,-79.3315107,162.4,533,0,268.6,2.7,-0.03,0,-0.03,1,14.548,278,
6.55,1566744263,0,36.577805,-79.331511,162.5,533,0,268.6,2.7,-0.03,0,-0.03,1,14.547,278,
6.6,1566744263,0,36.577805,-79.3315114,162.5,533,0,268.6,2.7,-0.03,0,-0.03,1,14.548,278,
6.65,1566744263,0,36.5778049,-79.3315117,162.6,533,0,268.6,2.7,-0.03,0.01,-0.02,1,14.549,278,
6.7,1566744263,0,36.5778046,-79.3315117,162.7,534,0,268.6,2.7,-0.02,0,-0.02,1,14.549,278,
6.75,1566744263,0,36.5778043,-79.3315117,162.8,534,0,268.6,2.7,-0.01,0.01,-0.01,1,14.549,278,
6.8,1566744263,0,36.577804,-79.3315117,162.9,534,0,268.6,2.7,0.01,0.04,0.02,1,14.548,278,
6.85,1566744263,0,36.5778036,-79.3315117,163,535,0,268.6,2.7,0.01,0.08,0,1,14.547,278,
6.9,1566744263,0,36.5778033,-79.3315117,163.1,535,0,268.6,2.7,0,0.08,-0.05,1,14.547,278,
6.95,1566744263,0,36.577803,-79.331512,163.2,535,0,268.6,2.8,0.01,0.09,-0.04,1,14.547,278,
7,1566744263,0,36.5778026,-79.3315123,163.3,536,0,268.6,2.8,0.04,0.09,0.03,1,14.548,278,
7.05,1566744263,0,36.5778023,-79.3315127,163.4,536,0,268.6,2.8,0.05,0.09,0.04,1,14.549,278,
7.1,1566744263,0,36.5778019,-79.331513,163.5,536,0,268.6,2.8,0.03,0.1,0.03,1,14.549,278,
7.15,1566744263,0,36.5777983,-79.3315133,164.3,539,0,268.6,2.7,0.03,0.1,-0.01,1,14.549,278,
7.2,1566744263,0,36.577798,-79.3315136,164.4,539,0,268.6,2.7,0.02,0.1,-0.01,1,14.549,278,
7.25,1566744263,0,36.5777976,-79.331514,164.5,540,0,268.6,2.7,0.02,0.1,-0.03,1,14.549,278,
7.3,1566744263,0,36.5777973,-79.3315143,164.6,540,0,268.6,2.7,0,0.1,-0.04,1,14.549,278,
7.35,1566744263,0,36.5777969,-79.3315146,164.7,540,0,268.6,2.7,0,0.1,-0.03,1,14.549,278,
7.4,1566744263,0,36.5777917,-79.3315166,166.1,545,0,268.6,2.7,0.02,0.11,-0.01,1,14.549,278,
7.45,1566744263,0,36.5777914,-79.3315166,166.1,545,0,268.6,2.7,0.03,0.14,0,1,14.549,278,
7.5,1566744264,0,36.577791,-79.3315166,166.1,545,0,268.6,2.7,0.03,0.14,0,1,14.549,278,
7.55,1566744264,0,36.5777906,-79.3315166,166.1,545,0,268.6,2.7,0.03,0.15,0,1,14.549,278,
7.6,1566744264,0,36.5777903,-79.3315166,166.1,545,0,268.6,2.7,0.03,0.15,-0.01,1,14.549,278,
7.65,1566744264,0,36.5777898,-79.3315166,166.2,545,0,268.6,2.7,0.03,0.14,-0.01,1,14.549,278,
7.7,1566744264,0,36.5777883,-79.3315166,166.6,547,0,268.6,2.7,0.03,0.14,-0.01,1,14.549,278,
7.75,1566744264,0,36.5777883,-79.3315166,166.7,547,0,268.6,2.7,0.03,0.14,-0.01,1,14.549,278,
7.8,1566744264,0,36.5777883,-79.3315166,166.7,547,0,268.6,2.7,0.03,0.14,-0.01,1,14.549,278,
7.85,1566744264,0,36.5777883,-79.3315166,166.8,547,0,268.6,2.7,0.03,0.14,-0.01,1,14.549,278,
7.9,1566744264,0,36.5777881,-79.3315166,167,548,0,268.6,2.7,0.04,0.15,-0.01,1,14.549,278,
7.95,1566744264,0,36.5777867,-79.3315169,167.2,548,0,268.6,2.7,0.04,0.14,-0.01,1,14.549,278,
8,1566744264,0,36.5777867,-79.3315173,167.3,549,0,268.6,2.7,0.04,0.14,-0.01,1,14.549,278,
8.05,1566744264,0,36.5777867,-79.3315176,167.3,549,0,268.6,2.7,0.04,0.15,-0.04,1,14.549,278,
8.1,1566744264,0,36.5777867,-79.331518,167.4,549,0,268.6,2.7,0.03,0.16,-0.04,1,14.549,278,
8.15,1566744264,0,36.577785,-79.3315183,167.8,551,0,268.6,2.7,0.03,0.16,0.01,1,14.549,278,
8.2,1566744264,0,36.577785,-79.3315183,167.8,551,0,268.6,2.7,0.04,0.14,0.01,1,14.549,278,
8.25,1566744264,0,36.577785,-79.3315183,167.8,551,0,268.6,2.7,0.05,0.14,-0.02,1,14.549,278,
8.3,1566744264,0,36.577785,-79.3315183,167.8,551,0,268.6,2.7,0.06,0.18,-0.02,1,14.549,278,
8.35,1566744264,0,36.577785,-79.3315183,167.8,551,0,268.6,2.7,0.05,0.19,-0.02,1,14.549,278,
8.4,1566744264,0,36.5777835,-79.3315183,167.6,550,0,268.6,2.7,0.04,0.2,-0.08,1,14.549,278,
8.45,1566744264,0,36.5777833,-79.3315166,167.6,550,0,268.6,2.7,0.03,0.21,-0.08,1,14.549,278,
8.5,1566744265,0,36.5777833,-79.3315166,167.6,550,0,268.6,2.7,0.05,0.21,0,1,14.549,278,
8.55,1566744265,0,36.5777833,-79.3315166,167.6,550,0,268.6,2.7,0.05,0.19,0.01,1,14.549,278,
8.6,1566744265,0,36.5777833,-79.3315166,167.6,550,0,268.6,2.7,0.04,0.19,-0.04,1,14.549,278,
8.65,1566744265,0,36.5777833,-79.3315149,167.3,549,0,268.6,2.7,0.04,0.19,-0.04,1,14.549,278,
8.7,1566744265,0,36.5777833,-79.3315149,167.2,549,0,268.6,2.7,0.03,0.19,-0.04,1,14.548,278,
8.75,1566744265,0,36.5777833,-79.3315149,167.2,548,0,268.6,2.7,0.03,0.2,-0.04,1,14.547,278,
8.8,1566744265,0,36.5777833,-79.3315149,167.1,548,0,268.6,2.7,0.03,0.23,-0.05,1,14.548,278,
8.85,1566744265,0,36.5777833,-79.3315149,167.1,548,0,268.6,2.7,0.02,0.23,-0.07,1,14.549,278,
8.9,1566744265,0,36.5777833,-79.3315133,166.6,547,0,268.6,2.7,0.02,0.19,-0.05,1,14.549,278,
8.95,1566744265,0,36.5777836,-79.3315117,166.4,546,0,268.6,2.7,0.03,0.17,-0.02,1,14.549,278,
9,1566744265,0,36.577784,-79.3315117,166.3,546,0,268.6,2.7,0.03,0.17,-0.01,1,14.549,278,
9.05,1566744265,0,36.5777843,-79.3315117,166.3,545,0,268.6,2.7,0.03,0.18,-0.02,1,14.549,278,
9.1,1566744265,0,36.5777847,-79.3315117,166.2,545,0,268.6,2.7,0.03,0.23,-0.05,1,14.549,278,
9.15,1566744265,0,36.577785,-79.33151,166,545,0,268.6,2.7,0.02,0.23,-0.07,1,14.549,278,
9.2,1566744265,0,36.577785,-79.33151,166,545,0,268.6,2.7,0.02,0.22,-0.07,1,14.549,278,
9.25,1566744265,0,36.577785,-79.33151,166,545,0,268.6,2.7,0.02,0.19,-0.04,1,14.549,278,
9.3,1566744265,0,36.577785,-79.33151,166,545,0,268.6,2.7,0.03,0.18,-0.02,1,14.549,278,
9.35,1566744265,0,36.577785,-79.33151,166,545,0,268.6,2.7,0.03,0.19,-0.02,1,14.549,278,
9.4,1566744265,0,36.577785,-79.33151,166,545,0,268.6,2.7,0.03,0.23,-0.05,1,14.549,278,
9.45,1566744265,0,36.577785,-79.33151,166,545,0,268.6,2.8,0.03,0.24,-0.06,1,14.549,278,
9.5,1566744266,0,36.577785,-79.33151,166,545,0,268.6,2.8,0.03,0.23,-0.06,1,14.549,278,
9.55,1566744266,0,36.577785,-79.33151,166,545,0,268.6,2.8,0.03,0.18,-0.04,1,14.549,278,
9.6,1566744266,0,36.577785,-79.33151,166,545,0,268.6,2.8,0.03,0.17,-0.02,1,14.549,278,
9.65,1566744266,0,36.577785,-79.3315095,165.9,544,0,268.6,2.8,0.04,0.23,-0.05,1,14.549,278,
9.7,1566744266,0,36.577785,-79.3315083,165.8,544,0,268.6,2.7,0.05,0.26,-0.05,1,14.549,278,
9.75,1566744266,0,36.577785,-79.3315083,165.8,544,0,268.6,2.7,0.05,0.25,-0.05,1,14.549,278,
9.8,1566744266,0,36.577785,-79.3315083,165.8,544,0,268.6,2.7,0.04,0.24,-0.05,1,14.549,278,
9.85,1566744266,0,36.577785,-79.3315083,165.8,544,0,268.6,2.7,0.04,0.23,-0.05,1,14.549,278,
9.9,1566744266,0,36.5777841,-79.3315083,165.8,544,0,268.6,2.7,0.04,0.19,-0.04,1,14.549,278,
9.95,1566744266,0,36.5777833,-79.331508,165.6,543,0,268.6,2.7,0.05,0.22,-0.04,1,14.549,278,
10,1566744266,0,36.5777833,-79.3315077,165.7,544,0,268.6,2.7,0.05,0.23,-0.04,1,14.549,278,
10.05,1566744266,0,36.5777833,-79.3315073,165.7,544,0,268.6,2.7,0.05,0.22,-0.04,1,14.549,278,
10.1,1566744266,0,36.5777833,-79.3315069,165.8,544,0,268.6,2.7,0.05,0.21,-0.04,1,14.549,278,
10.15,1566744266,0,36.5777833,-79.3315067,165.8,544,0,268.6,2.7,0.04,0.2,-0.04,1,14.549,278,
10.2,1566744266,0,36.5777829,-79.331507,165.8,544,0,268.6,2.7,0.04,0.2,-0.04,1,14.549,278,
10.25,1566744266,0,36.5777826,-79.3315074,165.9,544,0,268.6,2.7,0.04,0.2,-0.04,1,14.549,278,
10.3,1566744266,0,36.5777822,-79.3315077,165.9,544,0,268.6,2.7,0.04,0.21,-0.04,1,14.549,278,
10.35,1566744266,0,36.5777819,-79.331508,166,545,0,268.6,2.7,0.04,0.22,-0.04,1,14.549,278,
10.4,1566744266,0,36.5777816,-79.3315083,166.1,545,0,268.6,2.7,0.04,0.2,-0.04,1,14.548,278,
10.45,1566744266,0,36.5777813,-79.3315083,166.1,545,0,268.6,2.7,0.04,0.2,-0.03,1,14.547,278,
10.5,1566744267,0,36.5777809,-79.3315083,166.2,545,0,268.6,2.7,0.04,0.2,-0.03,1,14.547,278,
10.55,1566744267,0,36.5777806,-79.3315083,166.2,545,0,268.6,2.7,0.04,0.21,-0.04,1,14.547,278,
10.6,1566744267,0,36.5777803,-79.3315083,166.3,545,0,268.6,2.7,0.04,0.22,-0.05,1,14.548,278,
10.65,1566744267,0,36.57778,-79.3315083,166.3,546,0,268.6,2.7,0.04,0.22,-0.05,1,14.549,278,
10.7,1566744267,0,36.57778,-79.3315083,166.3,546,0,268.6,2.7,0.05,0.21,-0.03,1,14.548,278,
10.75,1566744267,0,36.57778,-79.3315083,166.3,546,0,268.6,2.7,0.06,0.21,-0.02,1,14.547,278,
10.8,1566744267,0,36.57778,-79.3315083,166.3,546,0,268.6,2.7,0.06,0.21,-0.02,1,14.548,278,
10.85,1566744267,0,36.57778,-79.3315083,166.3,546,0,268.6,2.7,0.06,0.22,-0.02,1,14.549,278,
10.9,1566744267,0,36.57778,-79.3315083,166.3,546,0,268.6,2.7,0.07,0.23,0,1,14.548,278,
10.95,1566744267,0,36.57778,-79.3315083,166.3,546,0,268.6,2.7,0.06,0.22,-0.01,1,14.547,278,
11,1566744267,0,36.57778,-79.3315083,166.3,546,0,268.6,2.7,0.03,0.18,-0.05,1,14.547,278,
11.05,1566744267,0,36.57778,-79.3315083,166.3,546,0,268.6,2.7,0.03,0.18,-0.05,1,14.547,278,
11.1,1566744267,0,36.57778,-79.3315083,166.3,546,0,268.6,2.7,0.03,0.16,-0.02,1,14.547,278,
11.15,1566744267,0,36.5777783,-79.3315083,166.6,547,0,268.6,2.7,0.04,0.17,-0.04,1,14.547,278,
11.2,1566744267,0,36.577778,-79.3315083,166.6,547,0,268.6,2.7,0.04,0.18,-0.04,1,14.547,278,
11.25,1566744267,0,36.5777776,-79.3315083,166.6,547,0,268.6,2.7,0.04,0.2,-0.03,1,14.547,279,
