# RaceRender Data: [TrackAddict 4.3.7; Android 9; samsung SM-N960U / Qualcomm Technologies, Inc SDM845] (Mode: 1),,,,,,,,,,,,,,,
# Exported by TrackAddict 4.3.7 on Android 9,,,,,,,,,,,,,,,,
# http://HPTuners.com,,,,,,,,,,,,,,,,
# Fixed Rate Interpolated Export (20.000 Hz),,,,,,,,,,,,,,,,
# Lap 0: 00:04:05.978,,,,,,,,,,,,,,,,
# Lap 1: 00:00:40.710,,,,,,,,,,,,,,,,
# Lap 2: 00:01:17.535,,,,,,,,,,,,,,,,
Time,UTC Time,Lap,Latitude,Longitude,Altitude (m),Altitude (ft),Speed (MPH),Heading,Accuracy (m),Accel X,Accel Y,Accel Z,Brake (calculated),Barometric Pressure (PSI),Pressure Altitude (ft),
33,1566744289,0,36.5777816,-79.331495,163.3,536,0,268.6,2.5,0.26,0.12,0.03,1,14.547,278,
33.05,1566744289,0,36.5777816,-79.331495,163.3,536,0,268.6,2.5,0.24,0.12,0.03,1,14.547,278,
33.1,1566744289,0,36.5777816,-79.331495,163.3,536,0,268.6,2.5,0.23,0.12,0.04,1,14.547,278,
33.15,1566744289,0,36.5777816,-79.3314954,163.3,536,0,268.6,2.5,0.26,0.1,0.04,1,14.547,278,
33.2,1566744289,0,36.5777816,-79.3314967,163.3,536,0,268.6,2.5,0.28,0.09,0.04,1,14.547,278,
33.25,1566744289,0,36.5777816,-79.3314967,163.3,536,0,268.6,2.5,0.29,0.09,0.04,1,14.547,278,
33.3,1566744289,0,36.5777816,-79.3314967,163.3,536,0,268.6,2.5,0.28,0.11,0.03,1,14.547,278,
33.35,1566744289,0,36.5777816,-79.3314967,163.3,536,0,268.6,2.5,0.25,0.12,0.03,1,14.547,278,
33.4,1566744289,0,36.5777801,-79.3314967,163.3,536,0,268.6,2.5,0.24,0.14,0.06,1,14.547,278,
33.45,1566744289,0,36.57778,-79.3314967,163.3,536,0,268.6,2.6,0.26,0.12,0.04,1,14.547,279,
33.5,1566744290,0,36.57778,-79.3314967,163.3,536,0,268.6,2.6,0.27,0.07,0.02,1,14.547,279,
33.55,1566744290,0,36.57778,-79.3314967,163.3,536,0,268.6,2.6,0.27,0.06,0.01,1,14.547,279,
33.6,1566744290,0,36.57778,-79.3314967,163.3,536,0,268.6,2.6,0.22,0.1,0.02,1,14.547,279,
33.65,1566744290,0,36.57778,-79.3314967,163.3,536,0,268.6,2.5,0.27,0.12,0.08,1,14.547,279,
33.7,1566744290,0,36.57778,-79.3314967,163.3,536,0,268.6,2.5,0.29,0.12,0.09,1,14.547,279,
33.75,1566744290,0,36.57778,-79.3314967,163.3,536,0,268.6,2.5,0.29,0.11,0.08,1,14.547,279,
33.8,1566744290,0,36.57778,-79.3314967,163.3,536,0,268.6,2.5,0.25,0.11,0.05,1,14.547,278,
33.85,1566744290,0,36.57778,-79.3314967,163.3,536,0,268.6,2.5,0.21,0.12,0.05,1,14.547,278,
33.9,1566744290,0,36.57778,-79.3314967,163.3,536,0,268.6,2.5,0.21,0.12,0.04,1,14.547,278,
33.95,1566744290,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.2,0.11,0.03,1,14.547,278,
34,1566744290,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.2,0.1,0.03,1,14.547,278,
34.05,1566744290,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.1,0.02,1,14.547,278,
34.1,1566744290,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.11,0.03,1,14.548,278,
34.15,1566744290,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.05,1,14.549,278,
34.2,1566744290,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.05,1,14.549,278,
34.25,1566744290,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.17,0.12,0.01,1,14.549,278,
34.3,1566744290,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.17,0.12,0.02,1,14.548,278,
34.35,1566744290,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.18,0.12,0.05,1,14.547,278,
34.4,1566744290,0,36.57778,-79.3314967,163.3,536,0,268.6,2.5,0.18,0.12,0.04,1,14.547,278,
34.45,1566744290,0,36.57778,-79.3314967,163.3,536,0,268.6,2.5,0.18,0.12,0.01,1,14.547,278,
34.5,1566744291,0,36.57778,-79.3314967,163.3,536,0,268.6,2.5,0.18,0.12,0.01,1,14.547,278,
34.55,1566744291,0,36.57778,-79.3314967,163.3,536,0,268.6,2.5,0.19,0.12,0.06,1,14.547,278,
34.6,1566744291,0,36.57778,-79.3314967,163.3,536,0,268.6,2.5,0.19,0.13,0.06,1,14.547,278,
34.65,1566744291,0,36.57778,-79.3314967,163.3,536,0,268.6,2.5,0.19,0.12,0.05,1,14.547,279,
34.7,1566744291,0,36.57778,-79.331497,163.3,536,0,268.6,2.5,0.18,0.12,0.01,1,14.547,278,
34.75,1566744291,0,36.57778,-79.3314973,163.3,536,0,268.6,2.5,0.18,0.12,0.02,1,14.547,278,
34.8,1566744291,0,36.57778,-79.3314977,163.3,536,0,268.6,2.5,0.18,0.12,0.04,1,14.547,278,
34.85,1566744291,0,36.57778,-79.331498,163.3,536,0,268.6,2.5,0.19,0.12,0.04,1,14.547,279,
34.9,1566744291,0,36.57778,-79.3314967,163.3,536,0,268.6,2.5,0.18,0.12,0.04,1,14.547,279,
34.95,1566744291,0,36.57778,-79.3314967,163.3,536,0,268.6,2.5,0.17,0.13,0.04,1,14.547,279,
35,1566744291,0,36.57778,-79.3314967,163.3,536,0,268.6,2.5,0.18,0.13,0.04,1,14.547,279,
35.05,1566744291,0,36.57778,-79.3314967,163.3,536,0,268.6,2.5,0.21,0.11,0.04,1,14.547,279,
35.1,1566744291,0,36.57778,-79.3314967,163.3,536,0,268.6,2.5,0.19,0.12,0.04,1,14.547,278,
35.15,1566744291,0,36.57778,-79.3314967,163.3,536,0,268.6,2.8,0.17,0.14,0.06,1,14.547,278,
35.2,1566744291,0,36.57778,-79.3314967,163.3,536,0,268.6,2.8,0.18,0.13,0.06,1,14.547,278,
35.25,1566744291,0,36.57778,-79.3314967,163.3,536,0,268.6,2.8,0.21,0.1,0.04,1,14.547,279,
35.3,1566744291,0,36.57778,-79.3314967,163.3,536,0,268.6,2.8,0.21,0.1,0.04,1,14.547,278,
35.35,1566744291,0,36.57778,-79.3314967,163.3,536,0,268.6,2.8,0.18,0.13,0.03,1,14.547,278,
35.4,1566744291,0,36.57778,-79.3314967,163.3,536,0,268.6,2.8,0.17,0.14,0.03,1,14.547,278,
35.45,1566744291,0,36.57778,-79.3314967,163.3,536,0,268.6,2.8,0.17,0.14,0.03,1,14.547,279,
35.5,1566744292,0,36.57778,-79.3314967,163.3,536,0,268.6,2.8,0.2,0.11,0.03,1,14.547,279,
35.55,1566744292,0,36.57778,-79.3314967,163.3,536,0,268.6,2.8,0.19,0.11,0.03,1,14.547,279,
35.6,1566744292,0,36.57778,-79.3314967,163.3,536,0,268.6,2.8,0.16,0.13,0.03,1,14.547,279,
35.65,1566744292,0,36.57778,-79.3314967,163.3,536,0,268.6,2.8,0.16,0.13,0.03,1,14.547,279,
35.7,1566744292,0,36.57778,-79.3314967,163.3,536,0,268.6,2.8,0.19,0.13,0.03,1,14.547,279,
35.75,1566744292,0,36.57778,-79.3314967,163.3,536,0,268.6,2.8,0.2,0.13,0.04,1,14.547,279,
35.8,1566744292,0,36.57778,-79.3314967,163.3,536,0,268.6,2.8,0.19,0.13,0.04,1,14.547,279,
35.85,1566744292,0,36.57778,-79.3314967,163.3,536,0,268.6,2.8,0.17,0.14,0.03,1,14.547,279,
35.9,1566744292,0,36.57778,-79.3314967,163.3,536,0,268.6,2.8,0.17,0.14,0.03,1,14.547,279,
35.95,1566744292,0,36.57778,-79.3314967,163.3,536,0,268.6,3.4,0.18,0.13,0.05,1,14.547,279,
36,1566744292,0,36.57778,-79.3314967,163.3,536,0,268.6,3.4,0.19,0.12,0.04,1,14.547,279,
36.05,1566744292,0,36.57778,-79.3314967,163.3,536,0,268.6,3.4,0.19,0.12,0.01,1,14.547,279,
36.1,1566744292,0,36.57778,-79.3314967,163.3,536,0,268.6,3.4,0.17,0.12,0.02,1,14.547,279,
36.15,1566744292,0,36.57778,-79.3314967,163.3,536,0,268.6,3.4,0.17,0.13,0.05,1,14.547,279,
36.2,1566744292,0,36.57778,-79.3314967,163.3,536,0,268.6,4.2,0.17,0.13,0.03,1,14.547,279,
36.25,1566744292,0,36.57778,-79.3314967,163.3,536,0,268.6,4.2,0.18,0.13,0.03,1,14.547,279,
36.3,1566744292,0,36.57778,-79.3314967,163.3,536,0,268.6,4.2,0.19,0.13,0.03,1,14.547,279,
36.35,1566744292,0,36.57778,-79.3314967,163.3,536,0,268.6,4.2,0.19,0.13,0.03,1,14.547,279,
36.4,1566744292,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.16,0.14,0.03,1,14.547,279,
36.45,1566744292,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.18,0.12,0.03,1,14.547,279,
36.5,1566744293,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.22,0.11,0.04,1,14.547,279,
36.55,1566744293,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.22,0.11,0.04,1,14.547,279,
36.6,1566744293,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.18,0.14,0.04,1,14.547,279,
36.65,1566744293,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.18,0.14,0.04,1,14.547,279,
36.7,1566744293,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.13,0.04,1,14.547,279,
36.75,1566744293,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.13,0.04,1,14.547,279,
36.8,1566744293,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.13,0.04,1,14.547,279,
36.85,1566744293,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.13,0.04,1,14.547,279,
36.9,1566744293,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.02,1,14.547,279,
36.95,1566744293,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.03,1,14.547,279,
37,1566744293,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.04,1,14.547,279,
37.05,1566744293,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.04,1,14.547,279,
37.1,1566744293,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.03,1,14.547,279,
37.15,1566744293,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.13,0.03,1,14.547,279,
37.2,1566744293,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.18,0.12,0.03,1,14.547,279,
37.25,1566744293,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.03,1,14.547,279,
37.3,1566744293,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.03,1,14.547,279,
37.35,1566744293,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.03,1,14.547,279,
37.4,1566744293,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.13,0.03,1,14.547,279,
37.45,1566744293,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.13,0.04,1,14.547,279,
37.5,1566744294,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.2,0.13,0.04,1,14.547,279,
37.55,1566744294,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.2,0.12,0.04,1,14.547,279,
37.6,1566744294,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.13,0.04,1,14.547,279,
37.65,1566744294,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.13,0.05,1,14.547,279,
37.7,1566744294,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.13,0.05,1,14.547,279,
37.75,1566744294,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.03,1,14.547,279,
37.8,1566744294,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.03,1,14.547,279,
37.85,1566744294,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.03,1,14.547,279,
37.9,1566744294,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.03,1,14.547,279,
37.95,1566744294,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.03,1,14.547,279,
38,1566744294,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.04,1,14.547,279,
38.05,1566744294,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.2,0.12,0.05,1,14.547,279,
38.1,1566744294,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.2,0.12,0.04,1,14.547,279,
38.15,1566744294,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.19,0.12,0.03,1,14.547,279,
38.2,1566744294,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.03,1,14.547,279,
38.25,1566744294,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.2,0.12,0.04,1,14.547,279,
38.3,1566744294,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.04,1,14.547,279,
38.35,1566744294,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.13,0.04,1,14.547,279,
38.4,1566744294,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.13,0.03,1,14.547,278,
38.45,1566744294,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.02,1,14.547,278,
38.5,1566744295,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.02,1,14.547,278,
38.55,1566744295,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.04,1,14.547,278,
38.6,1566744295,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.2,0.13,0.04,1,14.547,278,
38.65,1566744295,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.13,0.03,1,14.547,279,
38.7,1566744295,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.14,0.03,1,14.547,279,
38.75,1566744295,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.14,0.03,1,14.547,279,
38.8,1566744295,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.2,0.12,0.03,1,14.547,279,
38.85,1566744295,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.2,0.11,0.03,1,14.547,279,
38.9,1566744295,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.13,0.04,1,14.547,279,
38.95,1566744295,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.13,0.04,1,14.547,279,
39,1566744295,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.13,0.04,1,14.547,279,
39.05,1566744295,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.03,1,14.547,279,
39.1,1566744295,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.04,1,14.547,279,
39.15,1566744295,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.2,0.12,0.04,1,14.547,279,
39.2,1566744295,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.2,0.12,0.04,1,14.547,279,
39.25,1566744295,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.2,0.12,0.04,1,14.547,279,
39.3,1566744295,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.2,0.12,0.04,1,14.547,279,
39.35,1566744295,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.2,0.12,0.03,1,14.547,279,
39.4,1566744295,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.04,1,14.547,279,
39.45,1566744295,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.18,0.13,0.03,1,14.547,279,
39.5,1566744296,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.18,0.13,0.03,1,14.547,279,
39.55,1566744296,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.21,0.12,0.04,1,14.547,279,
39.6,1566744296,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.21,0.11,0.04,1,14.547,279,
39.65,1566744296,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.04,1,14.547,279,
39.7,1566744296,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.2,0.12,0.05,1,14.547,279,
39.75,1566744296,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.2,0.12,0.06,1,14.547,279,
39.8,1566744296,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.2,0.12,0.03,1,14.547,279,
39.85,1566744296,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.03,1,14.547,279,
39.9,1566744296,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.2,0.12,0.04,1,14.547,279,
39.95,1566744296,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.2,0.12,0.04,1,14.547,279,
40,1566744296,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.04,1,14.547,279,
40.05,1566744296,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.04,1,14.547,279,
40.1,1566744296,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.2,0.12,0.04,1,14.547,279,
40.15,1566744296,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.03,1,14.547,279,
40.2,1566744296,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.03,1,14.547,279,
40.25,1566744296,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.03,1,14.547,279,
40.3,1566744296,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.2,0.11,0.04,1,14.547,279,
40.35,1566744296,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.2,0.12,0.04,1,14.547,279,
40.4,1566744296,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.2,0.12,0.03,1,14.547,279,
40.45,1566744296,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.12,0.04,1,14.547,279,
40.5,1566744297,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.12,0.04,1,14.547,279,
40.55,1566744297,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.12,0.04,1,14.547,279,
40.6,1566744297,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.12,0.04,1,14.547,279,
40.65,1566744297,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.03,1,14.547,279,
40.7,1566744297,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.03,1,14.547,279,
40.75,1566744297,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.03,1,14.547,279,
40.8,1566744297,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.04,1,14.547,279,
40.85,1566744297,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.21,0.11,0.05,1,14.547,279,
40.9,1566744297,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.11,0.02,1,14.547,279,
40.95,1566744297,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.02,1,14.547,279,
41,1566744297,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.12,0.03,1,14.547,279,
41.05,1566744297,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.11,0.04,1,14.547,279,
41.1,1566744297,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.2,0.11,0.04,1,14.547,279,
41.15,1566744297,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.21,0.12,0.06,1,14.547,279,
41.2,1566744297,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.12,0.04,1,14.547,279,
41.25,1566744297,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.19,0.12,0.02,1,14.547,279,
41.3,1566744297,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.19,0.12,0.03,1,14.547,279,
41.35,1566744297,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.11,0.05,1,14.547,279,
41.4,1566744297,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.21,0.11,0.03,1,14.547,279,
41.45,1566744297,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.2,0.11,0.03,1,14.547,279,
41.5,1566744298,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.2,0.13,0.04,1,14.547,279,
41.55,1566744298,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.13,0.04,1,14.547,279,
41.6,1566744298,0,36.57778,-79.3314967,163.3,536,0,268.6,3,0.19,0.11,0.05,1,14.547,279,
41.65,1566744298,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.22,0.11,0.05,1,14.547,279,
41.7,1566744298,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.22,0.11,0.05,1,14.547,279,
41.75,1566744298,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.18,0.12,0.03,1,14.547,279,
41.8,1566744298,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.18,0.12,0.03,1,14.547,279,
41.85,1566744298,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.22,0.11,0.05,1,14.547,279,
41.9,1566744298,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.21,0.11,0.05,1,14.547,279,
41.95,1566744298,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.19,0.11,0.03,1,14.547,279,
42,1566744298,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.19,0.11,0.04,1,14.547,279,
42.05,1566744298,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.11,0.06,1,14.547,279,
42.1,1566744298,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.11,0.05,1,14.547,279,
42.15,1566744298,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.18,0.12,0.03,1,14.547,279,
42.2,1566744298,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.19,0.12,0.04,1,14.547,279,
42.25,1566744298,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.19,0.12,0.05,1,14.547,279,
42.3,1566744298,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.12,0.05,1,14.547,279,
42.35,1566744298,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.12,0.05,1,14.547,279,
42.4,1566744298,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.12,0.04,1,14.547,279,
42.45,1566744298,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.19,0.11,0.03,1,14.547,279,
42.5,1566744299,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.19,0.11,0.02,1,14.547,279,
42.55,1566744299,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.19,0.12,0.05,1,14.547,279,
42.6,1566744299,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.12,0.05,1,14.547,279,
42.65,1566744299,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.12,0.04,1,14.547,279,
42.7,1566744299,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.11,0.04,1,14.547,279,
42.75,1566744299,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.11,0.04,1,14.547,279,
42.8,1566744299,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.11,0.04,1,14.547,279,
42.85,1566744299,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.11,0.05,1,14.547,279,
42.9,1566744299,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.11,0.05,1,14.547,279,
42.95,1566744299,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.21,0.12,0.05,1,14.547,279,
43,1566744299,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.21,0.11,0.03,1,14.547,279,
43.05,1566744299,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.11,0.03,1,14.547,279,
43.1,1566744299,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.11,0.04,1,14.547,279,
43.15,1566744299,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.11,0.04,1,14.547,279,
43.2,1566744299,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.21,0.11,0.04,1,14.547,279,
43.25,1566744299,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.11,0.02,1,14.547,279,
43.3,1566744299,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.19,0.11,0.03,1,14.547,279,
43.35,1566744299,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.19,0.11,0.04,1,14.547,279,
43.4,1566744299,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.21,0.11,0.05,1,14.547,279,
43.45,1566744299,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.21,0.11,0.05,1,14.547,279,
43.5,1566744300,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.11,0.03,1,14.547,279,
43.55,1566744300,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.11,0.03,1,14.547,279,
43.6,1566744300,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.11,0.05,1,14.547,279,
43.65,1566744300,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.21,0.11,0.04,1,14.547,279,
43.7,1566744300,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.12,0.03,1,14.547,279,
43.75,1566744300,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.12,0.03,1,14.547,279,
43.8,1566744300,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.11,0.03,1,14.547,279,
43.85,1566744300,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.1,0.04,1,14.547,279,
43.9,1566744300,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.1,0.04,1,14.547,278,
43.95,1566744300,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.12,0.04,1,14.547,278,
44,1566744300,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.12,0.04,1,14.547,278,
44.05,1566744300,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.11,0.04,1,14.547,279,
44.1,1566744300,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.11,0.04,1,14.547,278,
44.15,1566744300,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.12,0.05,1,14.547,278,
44.2,1566744300,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.21,0.12,0.05,1,14.547,278,
44.25,1566744300,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.21,0.11,0.05,1,14.547,278,
44.3,1566744300,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.11,0.05,1,14.547,278,
44.35,1566744300,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.12,0.08,1,14.547,278,
44.4,1566744300,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.12,0.08,1,14.547,278,
44.45,1566744300,0,36.57778,-79.3314967,163.3,536,0,268.6,3.5,0.2,0.11,0.07,1,14.547,278,
