# RaceRender Data: [TrackAddict 4.4a; Android 9; samsung SM-N960U / Qualcomm Technologies, Inc SDM845] (Mode: 1),,,,,,,,,,,,,,,,,,
# Exported by TrackAddict 4.4a on Android 9,,,,,,,,,,,,,,,,,,,
# http://HPTuners.com,,,,,,,,,,,,,,,,,,,
# Fixed Rate Interpolated Export (20.000 Hz),,,,,,,,,,,,,,,,,,,
# Lap 0: 00:09:11.807,,,,,,,,,,,,,,,,,,,
# Lap 1: 00:00:45.948,,,,,,,,,,,,,,,,,,,
# Lap 2: 00:01:25.705,,,,,,,,,,,,,,,,,,,
Time,UTC Time,Lap,Latitude,Longitude,Altitude (m),Altitude (ft),Speed (MPH),Heading,Accuracy (m),Accel X,Accel Y,Accel Z,Brake (calculated),Barometric Pressure (PSI),Pressure Altitude (ft),,,,
171.55,1571593628,0,36.1261583,-80.2541449,304.5,999,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
171.6,1571593628,0,36.1261583,-80.2541449,304.5,999,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
171.65,1571593628,0,36.1261583,-80.2541449,304.5,999,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
171.7,1571593628,0,36.1261583,-80.2541449,304.5,999,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
171.75,1571593628,0,36.1261583,-80.2541449,304.5,999,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
171.8,1571593628,0,36.1261583,-80.2541449,304.5,999,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
171.85,1571593628,0,36.1261583,-80.2541449,304.5,999,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
171.9,1571593628,0,36.1261583,-80.2541449,304.5,999,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
171.95,1571593628,0,36.1261583,-80.2541449,304.5,999,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
172,1571593628,0,36.1261583,-80.2541449,304.5,999,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
172.05,1571593628,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
172.1,1571593628,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
172.15,1571593628,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
172.2,1571593628,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
172.25,1571593628,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
172.3,1571593628,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
172.35,1571593628,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
172.4,1571593628,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
172.45,1571593628,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
172.5,1571593629,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
172.55,1571593629,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
172.6,1571593629,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
172.65,1571593629,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
172.7,1571593629,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
172.75,1571593629,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
172.8,1571593629,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
172.85,1571593629,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
172.9,1571593629,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
172.95,1571593629,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
173,1571593629,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
173.05,1571593629,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
173.1,1571593629,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
173.15,1571593629,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
173.2,1571593629,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
173.25,1571593629,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
173.3,1571593629,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
173.35,1571593629,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
173.4,1571593629,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
173.45,1571593629,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
173.5,1571593630,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
173.55,1571593630,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
173.6,1571593630,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
173.65,1571593630,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
173.7,1571593630,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
173.75,1571593630,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
173.8,1571593630,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1045,,,,
173.85,1571593630,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
173.9,1571593630,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
173.95,1571593630,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
174,1571593630,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
174.05,1571593630,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
174.1,1571593630,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
174.15,1571593630,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
174.2,1571593630,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
174.25,1571593630,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
174.3,1571593630,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
174.35,1571593630,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
174.4,1571593630,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
174.45,1571593630,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
174.5,1571593631,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
174.55,1571593631,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
174.6,1571593631,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
174.65,1571593631,0,36.1261583,-80.2541449,304.3,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
174.7,1571593631,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
174.75,1571593631,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
174.8,1571593631,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
174.85,1571593631,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
174.9,1571593631,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
174.95,1571593631,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
175,1571593631,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
175.05,1571593631,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
175.1,1571593631,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
175.15,1571593631,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
175.2,1571593631,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
175.25,1571593631,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
175.3,1571593631,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
175.35,1571593631,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
175.4,1571593631,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
175.45,1571593631,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
175.5,1571593632,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
175.55,1571593632,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
175.6,1571593632,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
175.65,1571593632,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
175.7,1571593632,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
175.75,1571593632,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
175.8,1571593632,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
175.85,1571593632,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
175.9,1571593632,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
175.95,1571593632,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
176,1571593632,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
176.05,1571593632,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
176.1,1571593632,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
176.15,1571593632,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
176.2,1571593632,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
176.25,1571593632,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
176.3,1571593632,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
176.35,1571593632,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
176.4,1571593632,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
176.45,1571593632,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
176.5,1571593633,0,36.1261583,-80.2541449,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
176.55,1571593633,0,36.1261583,-80.2541449,304.2,998,0.1,16.5,2.5,0,0,0,1,14.148,1044,,,,
176.6,1571593633,0,36.1261583,-80.2541449,304.2,998,0.1,16.5,2.5,0,0,0,1,14.148,1044,,,,
176.65,1571593633,0,36.1261583,-80.2541449,304.2,998,0.1,16.5,2.5,0,0,0,1,14.148,1044,,,,
176.7,1571593633,0,36.1261583,-80.2541449,304.2,998,0.1,16.5,2.5,0,0,0,1,14.148,1044,,,,
176.75,1571593633,0,36.1261583,-80.2541449,304.2,998,0.1,16.5,2.5,0,0,0,1,14.148,1044,,,,
176.8,1571593633,0,36.1261583,-80.2541449,304.2,998,0.1,16.5,2.5,0,0,0,1,14.148,1044,,,,
176.85,1571593633,0,36.1261583,-80.2541449,304.2,998,0.1,16.5,2.5,0,0,0,1,14.148,1044,,,,
176.9,1571593633,0,36.1261583,-80.2541449,304.2,998,0.1,16.5,2.5,0,0,0,1,14.148,1044,,,,
176.95,1571593633,0,36.1261583,-80.2541449,304.2,998,0.1,16.5,2.5,0,0,0,1,14.148,1044,,,,
177,1571593633,0,36.1261583,-80.2541449,304.2,998,0.1,16.5,2.5,0,0,0,1,14.148,1044,,,,
177.05,1571593633,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
177.1,1571593633,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
177.15,1571593633,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
177.2,1571593633,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
177.25,1571593633,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
177.3,1571593633,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
177.35,1571593633,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
177.4,1571593633,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
177.45,1571593633,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
177.5,1571593634,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
177.55,1571593634,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
177.6,1571593634,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
177.65,1571593634,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
177.7,1571593634,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
177.75,1571593634,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
177.8,1571593634,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
177.85,1571593634,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
177.9,1571593634,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
177.95,1571593634,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
178,1571593634,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
178.05,1571593634,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
178.1,1571593634,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
178.15,1571593634,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
178.2,1571593634,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
178.25,1571593634,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
178.3,1571593634,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
178.35,1571593634,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
178.4,1571593634,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
178.45,1571593634,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
178.5,1571593635,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
178.55,1571593635,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
178.6,1571593635,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
178.65,1571593635,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
178.7,1571593635,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
178.75,1571593635,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
178.8,1571593635,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
178.85,1571593635,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
178.9,1571593635,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
178.95,1571593635,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
179,1571593635,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
179.05,1571593635,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
179.1,1571593635,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
179.15,1571593635,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
179.2,1571593635,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
179.25,1571593635,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
179.3,1571593635,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
179.35,1571593635,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
179.4,1571593635,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
179.45,1571593635,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
179.5,1571593636,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
179.55,1571593636,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
179.6,1571593636,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
179.65,1571593636,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
179.7,1571593636,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
179.75,1571593636,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
179.8,1571593636,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
179.85,1571593636,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
179.9,1571593636,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
179.95,1571593636,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
180,1571593636,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
180.05,1571593636,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
180.1,1571593636,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
180.15,1571593636,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
180.2,1571593636,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
180.25,1571593636,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
180.3,1571593636,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
180.35,1571593636,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
180.4,1571593636,0,36.1261583,-80.2541433,304.2,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
180.45,1571593636,0,36.1261583,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
180.5,1571593637,0,36.1261583,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
180.55,1571593637,0,36.1261583,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
180.6,1571593637,0,36.1261583,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
180.65,1571593637,0,36.1261583,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
180.7,1571593637,0,36.1261583,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
180.75,1571593637,0,36.1261583,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
180.8,1571593637,0,36.1261583,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
180.85,1571593637,0,36.1261583,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
180.9,1571593637,0,36.1261583,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
180.95,1571593637,0,36.1261583,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
181,1571593637,0,36.1261583,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
181.05,1571593637,0,36.1261583,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
181.1,1571593637,0,36.1261583,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
181.15,1571593637,0,36.1261583,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
181.2,1571593637,0,36.1261583,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
181.25,1571593637,0,36.1261583,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
181.3,1571593637,0,36.1261583,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
181.35,1571593637,0,36.1261583,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
181.4,1571593637,0,36.1261583,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
181.45,1571593637,0,36.1261583,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
181.5,1571593638,0,36.1261583,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
181.55,1571593638,0,36.1261583,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
181.6,1571593638,0,36.1261583,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
181.65,1571593638,0,36.1261583,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
181.7,1571593638,0,36.1261583,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
181.75,1571593638,0,36.1261583,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
181.8,1571593638,0,36.1261583,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
181.85,1571593638,0,36.1261583,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
181.9,1571593638,0,36.1261583,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
181.95,1571593638,0,36.1261583,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
182,1571593638,0,36.1261583,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
182.05,1571593638,0,36.1261567,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
182.1,1571593638,0,36.1261567,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
182.15,1571593638,0,36.1261567,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
182.2,1571593638,0,36.1261567,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
182.25,1571593638,0,36.1261567,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
182.3,1571593638,0,36.1261567,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
182.35,1571593638,0,36.1261567,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
182.4,1571593638,0,36.1261567,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
182.45,1571593638,0,36.1261567,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
182.5,1571593639,0,36.1261567,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
182.55,1571593639,0,36.1261567,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
182.6,1571593639,0,36.1261567,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
182.65,1571593639,0,36.1261567,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
182.7,1571593639,0,36.1261567,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
182.75,1571593639,0,36.1261567,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
182.8,1571593639,0,36.1261567,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
182.85,1571593639,0,36.1261567,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
182.9,1571593639,0,36.1261567,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
182.95,1571593639,0,36.1261567,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
183,1571593639,0,36.1261567,-80.2541433,304.1,998,0,16.5,2.5,0,0,0,1,14.148,1044,,,,
